bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate
grahama01w,C,NaN,NaN,75.0,240.0,Houston,Unknown,1970-12-18,NaN
granter01w,G,NaN,NaN,68.0,125.0,Texas Tech,Unknown,1984-06-13,NaN
gravede01w,C,NaN,NaN,77.0,212.0,Howard,Unknown,1975-09-16,NaN
graylal01w,G,NaN,NaN,68.0,176.0,California,Unknown,1987-04-21,NaN
grecomi01w,G,NaN,NaN,69.0,145.0,UCLA,Unknown,1980-03-24,NaN
greenci01w,C,NaN,NaN,77.0,183.0,Texas Tech,Unknown,1983-04-04,NaN
greenka01w,G,NaN,NaN,70.0,170.0,Connecticut,Unknown,1987-07-13,NaN
grginve01w,F,NaN,NaN,73.0,160.0,Unknown,Unknown,1975-01-13,NaN
griffke01w,F,NaN,NaN,74.0,179.0,Nebraska,Unknown,1987-07-02,NaN
griffyo01w,C-F,NaN,NaN,75.0,188.0,Florida Atlantic,Unknown,1970-03-01,NaN
groomla01w,G-F,NaN,NaN,70.0,160.0,Georgia,Unknown,1970-09-12,NaN
grubigo01w,G,NaN,NaN,71.0,165.0,Unknown,Unknown,1972-08-20,NaN
grudasa01w,F-C,NaN,NaN,76.0,185.0,Unknown,Unknown,1987-06-25,NaN
guytowa01w,F,NaN,NaN,73.0,178.0,South Florida,Unknown,1965-10-14,NaN
hagiwmi01w,G,NaN,NaN,71.0,161.0,Unknown,Unknown,1970-04-27,NaN
hairska01w,F,NaN,NaN,72.0,150.0,Temple,Unknown,1985-08-18,NaN
hallam01w,F,NaN,NaN,75.0,180.0,Washington,Unknown,1977-12-29,NaN
hallvi01w,F,NaN,NaN,73.0,180.0,Texas,Unknown,1969-10-03,NaN
hamblan01w,G,NaN,NaN,70.0,170.0,Iowa,Unknown,1976-09-30,NaN
hammobe01w,G,NaN,NaN,66.0,136.0,Colorado State,Unknown,1977-03-11,NaN
hamptky01w,F,NaN,NaN,74.0,210.0,Arizona State,Unknown,1962-11-03,NaN
hamzoro01w,G,NaN,NaN,69.0,152.0,Unknown,Unknown,1970-08-17,NaN
hardili01w,G,NaN,NaN,68.0,139.0,Duke,Unknown,1984-06-12,NaN
hardish01w,G,NaN,NaN,69.0,165.0,Louisiana Tech,Unknown,1969-06-27,NaN
hargrli99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
harpela01w,F-C,NaN,NaN,77.0,190.0,Maryland,Unknown,1986-04-11,NaN
harriam01w,F,NaN,NaN,77.0,202.0,Xavier,Unknown,1988-01-16,NaN
harrido01w,F,NaN,NaN,75.0,190.0,Old Dominion,Unknown,1966-09-29,NaN
harrifr01w,G,NaN,NaN,72.0,154.0,Texas,Unknown,1965-03-12,NaN
harrili01w,F,NaN,NaN,73.0,164.0,Tennessee,Unknown,1971-01-02,NaN
harrokr01w,G,NaN,NaN,64.0,139.0,Unknown,Unknown,1975-03-04,NaN
harveca99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
haydeva01w,C,NaN,NaN,76.0,240.0,Florida,Unknown,1982-06-05,NaN
hayesti01w,G,NaN,NaN,70.0,NaN,Connecticut,Unknown,1989-09-20,NaN
haynikr01w,G,NaN,NaN,69.0,147.0,Michigan State,Unknown,1983-06-17,NaN
headde01w,G,NaN,NaN,70.0,160.0,Tennessee,Unknown,1970-08-16,NaN
hedgpch01w,G,NaN,NaN,69.0,143.0,Stanford,Unknown,1972-02-17,NaN
hemmera01w,F-C,NaN,NaN,75.0,NaN,Stanford,Unknown,1973-04-02,NaN
hendene01w,G,NaN,NaN,68.0,144.0,Texas,Unknown,1973-02-28,NaN
hendetr01w,C,NaN,NaN,75.0,200.0,Georgia,Unknown,1974-12-31,NaN
henniso01w,G,NaN,NaN,67.0,143.0,Stanford,Unknown,1969-10-04,NaN
henryan01w,F,NaN,NaN,75.0,205.0,Florida,Unknown,1986-02-13,NaN
herriam01w,C,NaN,NaN,76.0,189.0,Iowa,Unknown,1977-06-06,NaN
hibbeka01w,G-F,NaN,NaN,70.0,140.0,Louisiana State,Unknown,1977-09-29,NaN
hicksje01w,F-C,NaN,NaN,76.0,188.0,Maryland,Unknown,1971-12-02,NaN
hightal01w,G,NaN,NaN,70.0,139.0,Louisiana State,Unknown,1988-04-06,NaN
hillec01w,G,NaN,NaN,67.0,173.0,Northern Illinois,Unknown,1971-04-06,NaN
hillmli99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
hillmna01w,Unknown,NaN,NaN,NaN,NaN,Vanderbilt,Unknown,NaN,NaN
hledeko01w,G,NaN,NaN,69.0,150.0,Duquesne,Unknown,1975-03-29,NaN
hodgeda01w,G-F,NaN,NaN,73.0,170.0,St. Joseph's,Unknown,1968-01-21,NaN
hodgedo01w,G,NaN,NaN,69.0,160.0,Louisiana State,Unknown,1982-07-19,NaN
hodgero01w,G,NaN,NaN,71.0,165.0,Florida State,Unknown,1982-07-19,NaN
hodgesa01w,F-G,NaN,NaN,69.0,NaN,New Orleans,Unknown,1962-07-31,NaN
hoffmeb01w,F,NaN,NaN,74.0,215.0,USC,Unknown,1982-08-27,NaN
holdeta99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
holdsch01w,F,NaN,NaN,74.0,172.0,Tennessee,Unknown,1977-08-09,NaN
hollake01w,G,NaN,NaN,68.0,129.0,Georgia,Unknown,1974-11-05,NaN
holliqu01w,C,NaN,NaN,77.0,201.0,Virginia Commonwealth,Unknown,1988-11-15,NaN
holmejo01w,F,NaN,NaN,70.0,150.0,Purdue,Unknown,1969-03-31,NaN
holmese01w,G-F,NaN,NaN,73.0,155.0,UNLV,Unknown,1986-06-13,NaN
holtam01w,F,NaN,NaN,72.0,168.0,Middle Tennessee State,Unknown,1985-06-07,NaN
hopeky01w,C,NaN,NaN,74.0,165.0,Miami (FL),Unknown,1977-11-23,NaN
hopsosu01w,F-C,NaN,NaN,74.0,175.0,Mars Hill,Unknown,1974-06-21,NaN
hornbal01w,G,NaN,NaN,71.0,155.0,Tennessee,Unknown,1985-10-16,NaN
houstch01w,F,NaN,NaN,72.0,189.0,Connecticut,Unknown,1986-04-10,NaN
houtsas01w,G,NaN,NaN,66.0,140.0,Georgia,Unknown,1987-12-31,NaN
howarje01w,G,NaN,NaN,66.0,130.0,North Carolina State,Unknown,1975-01-21,NaN
howarme01w,G,NaN,NaN,69.0,145.0,SW Missouri State,Unknown,1972-04-02,NaN
hudsopa01w,F,NaN,NaN,71.0,139.0,Northwestern State,Unknown,1968-09-19,NaN
hugheda99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
hullaja99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
humphta01w,C,NaN,NaN,75.0,190.0,Georgia,Unknown,1985-12-29,NaN
ibekwif01w,F,NaN,NaN,74.0,NaN,Arizona,Unknown,1989-10-05,NaN
irvinsa01w,F,NaN,NaN,75.0,185.0,Texas Christian,Unknown,1982-02-23,NaN
ivanyda01w,G,NaN,NaN,70.0,135.0,Florida International,Unknown,1976-03-18,NaN
iveyni01w,G,NaN,NaN,67.0,149.0,Notre Dame,Unknown,1977-09-24,NaN
jacksan01w,C,NaN,NaN,76.0,205.0,Texas,Unknown,1976-03-30,NaN
jacksde01w,F,NaN,NaN,74.0,155.0,Alabama-Birmingham,Unknown,1979-12-15,NaN
jacksgw01w,F,NaN,NaN,75.0,182.0,Tennessee,Unknown,1980-10-23,NaN
jacksla01w,F-C,NaN,NaN,77.0,187.0,Unknown,Unknown,1981-05-11,NaN
jacksta01w,F-C,NaN,NaN,75.0,179.0,Florida,Unknown,1962-12-03,NaN
jacksta02w,G,NaN,NaN,66.0,118.0,Louisiana Tech,Unknown,1978-04-22,NaN
jacksti01w,F,NaN,NaN,71.0,148.0,Iowa,Unknown,1972-04-21,NaN
jacksti02w,F,NaN,NaN,75.0,185.0,Texas,Unknown,1985-04-26,NaN
jacobam01w,G,NaN,NaN,68.0,152.0,Boston College,Unknown,1982-06-29,NaN
jacobje01w,G,NaN,NaN,68.0,130.0,Purdue,Unknown,1973-02-20,NaN
jamesta01w,F,NaN,NaN,69.0,158.0,Miami (FL),Unknown,1984-06-13,NaN
januabr01w,G,NaN,NaN,68.0,144.0,Arizona State,Unknown,1987-01-11,NaN
jekaban01w,G,NaN,NaN,69.0,180.0,Unknown,Unknown,1983-08-12,NaN
jenkica99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
joensca01w,G-F,NaN,NaN,71.0,165.0,George Washington,Unknown,1981-02-12,NaN
johnsad01w,G,NaN,NaN,70.0,154.0,Ohio State,Unknown,1974-02-05,NaN
johnsch01w,C,NaN,NaN,75.0,185.0,Wisconsin-Green Bay,Unknown,1981-03-19,NaN
johnsda01w,C,NaN,NaN,74.0,197.0,Tennessee,Unknown,1973-02-19,NaN
johnsgl01w,F,NaN,NaN,75.0,170.0,Tennessee,Unknown,1990-07-27,NaN
johnsja01w,F,NaN,NaN,72.0,201.0,Kansas,Unknown,1979-03-16,NaN
johnsla01w,F,NaN,NaN,73.0,150.0,Memphis,Unknown,1975-08-17,NaN
johnsle01w,F,NaN,NaN,74.0,220.0,Western Kentucky,Unknown,1975-01-12,NaN
johnsni01w,G,NaN,NaN,69.0,146.0,Alabama,Unknown,1973-02-07,NaN
johnspo01w,C,NaN,NaN,75.0,165.0,Michigan,Unknown,1975-11-06,NaN
johnssh01w,G,NaN,NaN,67.0,152.0,South Carolina,Unknown,1974-08-18,NaN
johnssh02w,G,NaN,NaN,71.0,NaN,Miami,Unknown,1990-12-08,NaN
johnste01w,G,NaN,NaN,63.0,132.0,Louisiana State,Unknown,1982-09-06,NaN
johnsti01w,C,NaN,NaN,76.0,240.0,Tennessee,Unknown,1975-12-27,NaN
johnsvi01w,G-F,NaN,NaN,69.0,150.0,Louisiana Tech,Unknown,1972-04-15,NaN
jollyke01w,G,NaN,NaN,69.0,148.0,Tennessee,Unknown,1977-05-03,NaN
jonesas01w,F,NaN,NaN,74.0,196.0,Connecticut,Unknown,1980-08-01,NaN
jonesch01w,G-F,NaN,NaN,69.0,150.0,Houston,Unknown,1982-03-25,NaN
jonesja01w,G,NaN,NaN,69.0,158.0,UNC Charlotte,Unknown,1978-09-13,NaN
joneskc01w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
jonesla01w,G,NaN,NaN,73.0,180.0,Ohio State,Unknown,1977-07-24,NaN
jonesma01w,G,NaN,NaN,70.0,150.0,North Carolina,Unknown,1975-10-12,NaN
jonesme01w,G,NaN,NaN,69.0,147.0,Florida,Unknown,1973-07-21,NaN
jordapa01w,C,NaN,NaN,75.0,205.0,UNLV,Unknown,1968-04-27,NaN
joyneja01w,F,NaN,NaN,70.0,154.0,UCLA,Unknown,1962-03-03,NaN
kaplaan01w,C,NaN,NaN,77.0,180.0,Stanford,Unknown,1973-04-22,NaN
kausaan01w,F,NaN,NaN,72.0,155.0,Emporia State,Unknown,1970-11-30,NaN
kellycr01w,F,NaN,NaN,74.0,190.0,Western Kentucky,Unknown,1986-09-15,NaN
kenlaje99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
keyst99wc,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
kingbsu01w,G,NaN,NaN,67.0,135.0,Stanford,Unknown,1981-07-27,NaN
kingija01w,G,NaN,NaN,68.0,150.0,Unknown,Unknown,1976-01-20,NaN
kizerly01w,F-C,NaN,NaN,76.0,215.0,Maryland,Unknown,1990-04-04,NaN
klimezu01w,F,NaN,NaN,74.0,181.0,Vanderbilt,Unknown,1979-01-21,NaN
kloppga99wc,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
kobryew01w,F-C,NaN,NaN,75.0,210.0,Unknown,Unknown,1982-05-07,NaN
koehnla01w,G,NaN,NaN,68.0,145.0,Kansas State,Unknown,1982-05-13,NaN
korstil01w,G,NaN,NaN,70.0,160.0,Unknown,Unknown,1980-05-30,NaN
kossgr01w,F,NaN,NaN,73.0,145.0,Montana,Unknown,1974-06-12,NaN
kostaan01w,G,NaN,NaN,67.0,137.0,Unknown,Unknown,1978-03-26,NaN
kostita01w,F,NaN,NaN,73.0,163.0,Oregon State,Unknown,1972-11-10,NaN
kraayca01w,F,NaN,NaN,76.0,180.0,Oregon,Unknown,1981-09-30,NaN
kubikni01w,G,NaN,NaN,69.0,145.0,Nebraska,Unknown,1978-03-01,NaN
kukloan01w,G,NaN,NaN,72.0,150.0,Unknown,Unknown,1971-07-16,NaN
laceyal01w,G,NaN,NaN,72.0,159.0,Iowa State,Unknown,1987-12-26,NaN
laceytr99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
lacyje01w,F,NaN,NaN,75.0,175.0,Pepperdine,Unknown,1983-03-21,NaN
lacyna01w,G,NaN,NaN,70.0,165.0,UTEP (sr),Texas Christian (fr-jr),1985-07-08,NaN
lacyve01w,C,NaN,NaN,76.0,234.0,Louisiana Tech,Unknown,1967-02-09,NaN
laimbbi01w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
lambesh01w,G,NaN,NaN,67.0,125.0,Baylor,Grayson County (JC),1980-07-21,NaN
lambmo01w,C,NaN,NaN,77.0,206.0,USC,Unknown,1964-10-11,NaN
langeme01w,F-C,NaN,NaN,78.0,205.0,UNLV,Unknown,1969-04-28,NaN
langhcr01w,F-C,NaN,NaN,74.0,184.0,Maryland,Unknown,1986-10-27,NaN
langja01w,F,NaN,NaN,72.0,185.0,Colorado,Unknown,1972-06-23,NaN
larakr01w,G,NaN,NaN,68.0,130.0,Unknown,Unknown,1969-09-30,NaN
larkier01w,F,NaN,NaN,73.0,210.0,North Carolina,Unknown,1986-04-02,NaN
lassiam01w,F,NaN,NaN,73.0,160.0,Missouri,Unknown,1979-06-09,NaN
lattaiv01w,G,NaN,NaN,66.0,143.0,North Carolina,Unknown,1984-09-24,NaN
lavenja01w,C,NaN,NaN,76.0,185.0,Ohio State,Unknown,1988-11-12,NaN
lawsoed01w,G,NaN,NaN,66.0,130.0,Unknown,Unknown,1979-05-14,NaN
lawsoka01w,G,NaN,NaN,69.0,165.0,Tennessee,Unknown,1981-02-14,NaN
laydefr99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
lazicka01w,F-C,NaN,NaN,70.0,147.0,Unknown,Unknown,1980-05-25,NaN
lehnish01w,G,NaN,NaN,69.0,147.0,Kansas State,Unknown,1986-10-27,NaN
lennobe01w,G,NaN,NaN,68.0,143.0,Louisiana Tech,Unknown,1976-12-04,NaN
leslili01w,C,NaN,NaN,77.0,170.0,USC,Unknown,1972-07-07,NaN
leuchye01w,C,NaN,NaN,77.0,195.0,West Virginia,Unknown,1983-04-30,NaN
levanni01w,G,NaN,NaN,68.0,163.0,Xavier,Unknown,1979-05-17,NaN
levesni01w,G,NaN,NaN,63.0,115.0,Wake Forest,Unknown,1972-04-11,NaN
lewisji99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
lewista01w,F-C,NaN,NaN,74.0,212.0,Louisiana Tech,Unknown,1979-07-10,NaN
lewisty01w,G,NaN,NaN,70.0,152.0,North Carolina State,Unknown,1979-05-08,NaN
liebena01w,G,NaN,NaN,70.0,150.0,Old Dominion,Unknown,1958-07-01,NaN
lilleta01w,G,NaN,NaN,66.0,130.0,Oregon,Unknown,1988-02-29,NaN
listr01w,G-F,NaN,NaN,70.0,NaN,Providence,Unknown,NaN,NaN
littlca01w,F,NaN,NaN,74.0,180.0,North Carolina,Unknown,1985-01-18,NaN
lloydan01w,F,NaN,NaN,74.0,175.0,Texas,Unknown,1965-02-09,NaN
lobore01w,F,NaN,NaN,76.0,190.0,Connecticut,Unknown,1973-10-06,NaN
lovelst01w,F,NaN,NaN,76.0,170.0,Purdue,Unknown,1974-12-05,NaN
lowreja99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
luckepa01w,F,NaN,NaN,73.0,165.0,Houston,Unknown,1975-05-14,NaN
luzhe01w,G,NaN,NaN,68.0,144.0,Unknown,Unknown,1972-11-23,NaN
lyttlsa01w,F,NaN,NaN,76.0,175.0,Houston,Unknown,1983-09-20,NaN
mabikmw01w,G-F,NaN,NaN,71.0,165.0,Unknown,Unknown,1976-07-27,NaN
macchla01w,F,NaN,NaN,73.0,169.0,Unknown,Unknown,1979-05-24,NaN
machacl01w,C-F,NaN,NaN,77.0,180.0,Old Dominion,Unknown,1976-10-04,NaN
maherto99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
mahonme01w,F,NaN,NaN,72.0,160.0,Kansas State,Unknown,1983-02-13,NaN
mahonsh01w,F,NaN,NaN,76.0,178.0,Western Kentucky,Unknown,1977-07-03,NaN
mahorri01w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
maigaha01w,G-F,NaN,NaN,73.0,160.0,Old Dominion,Unknown,1978-04-25,NaN
malcona01w,F,NaN,NaN,73.0,170.0,Providence,Unknown,1975-11-27,NaN
malloam01w,G,NaN,NaN,64.0,148.0,St. Joseph's,Unknown,1970-04-21,NaN
malloso01w,C,NaN,NaN,77.0,210.0,Georgia Tech,Unknown,1981-09-02,NaN
maltsev01w,G,NaN,NaN,71.0,165.0,Unknown,Unknown,1978-12-20,NaN
mannish01w,F-C,NaN,NaN,75.0,186.0,North Carolina State,Unknown,1969-03-20,NaN
mannkr01w,F,NaN,NaN,73.0,185.0,UC Santa Barbara,Unknown,1983-08-10,NaN
mapprh01w,C,NaN,NaN,74.0,190.0,North Carolina State,Unknown,1969-10-13,NaN
marcimi01w,G,NaN,NaN,70.0,154.0,Tennessee,Unknown,1973-10-29,NaN
margiga01w,F,NaN,NaN,73.0,164.0,Drexel,Unknown,1987-02-12,NaN
martima01w,F,NaN,NaN,76.0,172.0,UCLA,Unknown,1978-04-17,NaN
martinu01w,G,NaN,NaN,69.0,167.0,Unknown,Unknown,1984-02-29,NaN
mascira01w,F,NaN,NaN,72.0,169.0,Unknown,Unknown,1980-09-30,NaN
maslemi01w,F,NaN,NaN,74.0,170.0,Penn State,Unknown,1974-10-10,NaN
matteca01w,G,NaN,NaN,69.0,167.0,Ohio State,Unknown,1982-08-22,NaN
matteka01w,C,NaN,NaN,80.0,240.0,Liberty,Unknown,1982-11-17,NaN
maxwean01w,F,NaN,NaN,71.0,186.0,New Mexico State,Unknown,1974-04-07,NaN
maxwemo01w,F,NaN,NaN,69.0,162.0,Louisiana Tech,Unknown,1976-12-21,NaN
maytuet01w,F,NaN,NaN,72.0,NaN,Oklahoma,Unknown,1973-04-28,NaN
mazzake01w,G,NaN,NaN,72.0,155.0,Penn State,Unknown,1982-02-02,NaN
mccaibr01w,G,NaN,NaN,63.0,135.0,Florida,Unknown,1979-09-21,NaN
mccaiti01w,G-F,NaN,NaN,70.0,167.0,Kentucky,Unknown,1976-10-06,NaN
mccanra01w,F,NaN,NaN,73.0,161.0,North Carolina,Unknown,1986-11-17,NaN
mccarja01w,C,NaN,NaN,74.0,205.0,Minnesota,Unknown,1982-11-03,NaN
mccarjo01w,G,NaN,NaN,67.0,130.0,Illinois-Chicago,Unknown,1974-10-26,NaN
mccarst01w,G-F,NaN,NaN,69.0,155.0,Purdue,Unknown,1977-06-20,NaN
mcclaka01w,F-C,NaN,NaN,74.0,180.0,Georgia,Unknown,1965-09-19,NaN
mcconsu01w,G,NaN,NaN,65.0,125.0,Penn State,Unknown,1966-07-29,NaN
mccouan01w,F,NaN,NaN,73.0,160.0,Louisville,Unknown,1986-09-10,NaN
mccrada01w,G-F,NaN,NaN,71.0,170.0,Kansas,Unknown,1987-10-08,NaN
mccrani01w,G,NaN,NaN,71.0,158.0,Tennessee,Unknown,1971-12-11,NaN
mccrini01w,G,NaN,NaN,68.0,125.0,USC,Unknown,1972-03-22,NaN
mcculda01w,F-C,NaN,NaN,75.0,180.0,Western Kentucky,Unknown,1975-01-18,NaN
mcgeepa01w,C-F,NaN,NaN,75.0,200.0,USC,Unknown,1962-12-01,NaN
mcgheca01w,F-C,NaN,NaN,73.0,179.0,Tennessee,Unknown,1968-03-06,NaN
mchugma99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
mckivte01w,C-F,NaN,NaN,75.0,220.0,Tulane,Unknown,1980-10-05,NaN
mcwilta01w,F-C,NaN,NaN,74.0,188.0,St. Edwards,Unknown,1970-10-20,NaN
meadoma99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
melvich01w,C-F,NaN,NaN,75.0,185.0,North Carolina State,Unknown,1976-05-03,NaN
mendigi01w,G,NaN,NaN,71.0,174.0,Washington,Unknown,1982-01-09,NaN
miaomi01w,G,NaN,NaN,71.0,153.0,Unknown,Unknown,1981-06-03,NaN
millebr01w,C,NaN,NaN,76.0,NaN,Florida State,Unknown,1987-08-10,NaN
millech99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
milleco01w,G,NaN,NaN,69.0,140.0,Georgia,Unknown,1978-09-06,NaN
milleke01w,G,NaN,NaN,70.0,140.0,Georgia,Unknown,1978-09-06,NaN
millsta01w,C,NaN,NaN,75.0,232.0,Alabama,Unknown,1976-02-29,NaN
miltode01w,F,NaN,NaN,73.0,185.0,Florida,Unknown,1974-09-11,NaN
mitchle01w,G,NaN,NaN,65.0,130.0,Utah,Unknown,1985-06-15,NaN
mizrali01w,G,NaN,NaN,67.0,130.0,Maryland,Unknown,1970-06-24,NaN
moeggli01w,F,NaN,NaN,73.0,195.0,Michigan State,Unknown,1984-05-25,NaN
moisead01w,G,NaN,NaN,66.0,140.0,Unknown,Unknown,1978-12-06,NaN
mokanch01w,F,NaN,NaN,77.0,NaN,Mississippi State (jr-sr),Southeastern Illinois (fr-so),1988-10-13,NaN
monroja01w,C,NaN,NaN,77.0,162.0,Florida State,Unknown,1988-09-04,NaN
montaan01w,F,NaN,NaN,73.0,190.0,George Washington,Unknown,1980-10-24,NaN
montgal01w,G-F,NaN,NaN,73.0,185.0,Georgia Tech,Unknown,1988-11-12,NaN
montgre01w,G,NaN,NaN,67.0,139.0,Connecticut,Unknown,1986-12-02,NaN
mooreja01w,C,NaN,NaN,73.0,207.0,Long Beach State,Unknown,1979-11-06,NaN
mooreje01w,F-C,NaN,NaN,75.0,175.0,Connecticut,Unknown,1982-07-09,NaN
moorelo01w,G,NaN,NaN,69.0,165.0,Tennessee,Unknown,1983-03-21,NaN
moorema01w,F,NaN,NaN,72.0,175.0,Connecticut,Unknown,1989-06-11,NaN
moorena01w,G,NaN,NaN,70.0,145.0,Alabama,Unknown,1984-11-04,NaN
moorepe01w,F,NaN,NaN,72.0,135.0,Long Beach State,Unknown,1969-01-25,NaN
mooreta01w,G-F,NaN,NaN,71.0,167.0,Wisconsin,Unknown,1980-04-11,NaN
mooreyo01w,F,NaN,NaN,72.0,174.0,Mississippi,Unknown,1974-07-01,NaN
moosca01w,F-C,NaN,NaN,78.0,182.0,Stanford,Unknown,1978-05-23,NaN
morehmo01w,F-C,NaN,NaN,75.0,175.0,Auburn,Unknown,1974-01-18,NaN
morgale01w,F,NaN,NaN,73.0,NaN,Francis Marion,Unknown,1969-11-01,NaN
morrich01w,F,NaN,NaN,NaN,NaN,Southern Nazarene,Unknown,NaN,NaN
morrije01w,G,NaN,NaN,69.0,146.0,San Diego State,Unknown,1987-07-21,NaN
morrila01w,F,NaN,NaN,73.0,160.0,Auburn,Unknown,1974-05-26,NaN
morrizi01w,C,NaN,NaN,76.0,NaN,none,Unknown,1989-02-15,NaN
mosbybe01w,F,NaN,NaN,73.0,172.0,Baylor,Florida,1984-02-14,NaN
mosleju01w,F,NaN,NaN,73.0,170.0,Hawai'i,Unknown,1968-03-17,NaN
moweje01w,C,NaN,NaN,77.0,236.0,Oregon,Unknown,1978-02-25,NaN
mulitna01w,C,NaN,NaN,75.0,207.0,Stanford,Unknown,1976-03-06,NaN
murphma99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
murphsh01w,G,NaN,NaN,71.0,164.0,USC,Unknown,1985-04-15,NaN
nagyan01w,G,NaN,NaN,67.0,147.0,Florida International,Unknown,1971-11-16,NaN
nanch01w,C,NaN,NaN,78.0,204.0,Unknown,Unknown,1983-01-06,NaN
ndiayas01w,F-C,NaN,NaN,75.0,182.0,Southern Nazarene,Unknown,1973-11-05,NaN
ndongem01w,C,NaN,NaN,74.0,170.0,Unknown,Unknown,1983-04-25,NaN
nemcoev01w,F,NaN,NaN,74.0,178.0,Unknown,Unknown,1972-12-03,NaN
neroja01w,F,NaN,NaN,71.0,180.0,Alabama-Birmingham,Unknown,1968-11-08,NaN
nevescl01w,G,NaN,NaN,68.0,136.0,Unknown,Unknown,1975-02-17,NaN
newtoch01w,G,NaN,NaN,71.0,154.0,Rutgers,Unknown,1983-02-17,NaN
ngarsch01w,C,NaN,NaN,75.0,168.0,Missouri,Unknown,1983-06-23,NaN
ngoyibe01w,C,NaN,NaN,76.0,195.0,Unknown,Unknown,1982-08-26,NaN
nichoti01w,G,NaN,NaN,63.0,146.0,Penn State,Unknown,1973-09-27,NaN
nieuwma01w,C,NaN,NaN,77.0,180.0,Valparaiso,Unknown,1980-04-12,NaN
nikolmi01w,F,NaN,NaN,75.0,185.0,Unknown,Unknown,1971-07-04,NaN
nnamach01w,G,NaN,NaN,72.0,156.0,Georgia Tech,Unknown,1985-06-15,NaN
nolande01w,G-F,NaN,NaN,69.0,147.0,Georgia,Unknown,1979-08-25,NaN
novosna01w,G,NaN,NaN,71.0,165.0,Notre Dame,Unknown,NaN,NaN
nygaava01w,F,NaN,NaN,73.0,166.0,Stanford,Unknown,1975-03-13,NaN
ogayu01w,G,NaN,NaN,66.0,140.0,Unknown,Unknown,1982-10-17,NaN
ogwumnn01w,F,NaN,NaN,74.0,NaN,Stanford,Unknown,1990-07-02,NaN
oheaje01w,G-F,NaN,NaN,73.0,174.0,Australian Institute of Sport,Unknown,1987-06-06,NaN
ohldeni01w,F-C,NaN,NaN,77.0,190.0,Kansas State,Unknown,1982-03-13,NaN
olajuab01w,C,NaN,NaN,76.0,236.0,Oklahoma,Unknown,1988-07-06,NaN
oneilkr01w,G-F,NaN,NaN,73.0,158.0,Washington,Unknown,1983-04-12,NaN
orrki01w,G,NaN,NaN,66.0,141.0,Duke,Unknown,1975-09-16,NaN
osburde01w,C,NaN,NaN,76.0,NaN,Oregon,Unknown,1972-02-11,NaN
osipoir01w,C,NaN,NaN,77.0,190.0,Unknown,Unknown,1981-06-25,NaN
overtbo99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
owenhe01w,F,NaN,NaN,77.0,212.0,Stanford,Unknown,1976-05-06,NaN
owenssh01w,C,NaN,NaN,74.0,175.0,Kentucky,Unknown,1978-05-16,NaN
pageda01w,F,NaN,NaN,74.0,179.0,Nebraska,Unknown,1986-11-14,NaN
pagemu01w,F,NaN,NaN,74.0,160.0,Florida,Unknown,1975-09-18,NaN
paigeyo01w,G,NaN,NaN,66.0,147.0,West Virginia,Unknown,1983-09-18,NaN
paliesa01w,G,NaN,NaN,67.0,159.0,Unknown,Unknown,1981-07-23,NaN
palmewe01w,F,NaN,NaN,74.0,165.0,Virginia,Unknown,1974-08-12,NaN
parisco01w,C,NaN,NaN,76.0,250.0,Oklahoma,Unknown,1987-09-21,NaN
parkeca01w,F,NaN,NaN,76.0,175.0,Tennessee,Unknown,1986-04-19,NaN
parsoca99w,Unknown,NaN,NaN,NaN,NaN,Unknown,Unknown,NaN,NaN
