bioID,year,tmID,position,minutes,assists,blocks,points,rebounds,steals,turnovers,performance
mooreta01w,3,MIA,G-F,83,10,0,28,7,7,11,18.65060240963855
mooreta01w,3,MIN,G-F,653,78,9,196,76,23,74,16.792649310872893
mooreta01w,4,DET,G-F,66,4,2,21,9,4,6,20.05866209262436
mooreta01w,4,PHO,G-F,110,8,4,33,19,5,10,17.34570437196391
mooreta01w,5,PHO,G-F,387,53,9,82,28,26,34,16.26046511627907
mooreta01w,6,NYL,G-F,48,6,0,11,7,0,4,17.2532991202346
mooreta01w,7,LAS,G-F,634,65,8,206,71,33,38,20.51545741324921
mooreta01w,8,HOU,G-F,289,44,2,58,25,16,32,19.233916528343315
moosca01w,3,MIA,F-C,6,0,1,0,0,0,0,9.0
mosbybe01w,8,WAS,F,279,10,6,83,78,8,19,19.330213704708974
mosbybe01w,9,WAS,F,183,2,7,48,53,2,12,15.338885677922566
mosbybe01w,10,WAS,F,169,3,1,46,37,8,16,18.231505983894646
moweje01w,2,POR,C,17,0,1,6,3,0,2,18.2514705882353
moweje01w,3,POR,C,16,0,0,1,1,0,1,12.135071090047395
moweje01w,4,LAS,C,21,0,1,0,1,0,1,16.4429564553094
mulitna01w,1,UTA,C,291,6,6,99,34,4,30,20.892599417520735
murphsh01w,8,MIN,G,436,17,8,165,104,19,20,16.137346890833495
murphsh01w,9,DET,G,122,7,2,33,21,6,9,10.238647084001446
murphsh01w,9,MIN,G,5,0,0,2,2,0,0,16.552109866895073
murphsh01w,9,WAS,G,11,1,0,2,3,0,2,11.815130349218473
murphsh01w,10,IND,G,186,10,2,100,42,6,9,19.902922534791333
nagyan01w,1,WAS,G,694,118,8,97,63,17,55,13.974639769452454
nagyan01w,2,NYL,G,213,24,3,34,9,2,23,18.07531529908581
nagyan01w,3,SAC,G,409,73,4,34,29,10,31,17.868321848527696
nanch01w,10,CHI,C,320,6,9,97,55,8,29,20.139190751445085
ndiayas01w,1,DET,F-C,868,40,22,346,187,23,64,23.76082949308756
ndiayas01w,2,DET,F-C,913,49,28,376,171,22,73,23.157502738225627
ndiayas01w,3,DET,F-C,776,39,12,275,162,17,58,21.27061855670103
ndiayas01w,4,DET,F-C,70,1,1,20,14,3,9,10.201764705882354
ndiayas01w,5,IND,F-C,74,4,3,12,11,1,8,18.242937916996492
ndiayas01w,7,HOU,F-C,127,8,1,35,30,1,10,17.924473292189827
ndiayas01w,8,SEA,F-C,58,0,1,10,7,1,5,25.272048681541584
ndongem01w,7,LAS,C,111,3,8,20,26,7,6,26.059113574358065
nemcoev01w,1,CLE,F,443,23,8,185,41,15,27,18.68864066228671
nemcoev01w,2,CLE,F,113,8,5,34,10,2,6,20.79280844559673
nevescl01w,1,DET,G,636,59,1,179,35,31,55,14.077358490566038
nevescl01w,2,DET,G,407,34,0,95,29,21,28,14.681659754299755
nevescl01w,3,MIA,G,194,25,0,37,7,8,13,17.12796474359627
newtoch01w,6,SAC,G,715,55,9,148,66,24,37,12.370909090909091
newtoch01w,7,CHI,G,648,58,7,176,71,36,40,16.116666666666667
newtoch01w,8,SAC,G,696,46,6,219,62,31,42,15.43448275862069
newtoch01w,9,SAC,G,393,28,1,117,35,30,25,17.899678167108313
newtoch01w,10,SAC,G,336,39,3,68,30,18,16,11.173313907593021
ngarsch01w,7,NYL,C,92,5,2,27,18,5,8,19.100588852141648
ngoyibe01w,3,NYL,C,12,0,2,6,5,0,0,29.92058823529412
ngoyibe01w,6,SAS,C,251,5,2,111,61,5,25,17.98106944419631
ngoyibe01w,7,CHI,C,627,28,7,302,170,14,60,25.400956937799037
ngoyibe01w,9,IND,C,226,7,7,83,53,6,31,22.790928454175017
nieuwma01w,6,LAS,C,16,0,0,4,2,0,2,17.905401459854016
nnamach01w,9,ATL,G,84,2,0,16,12,5,4,18.30855373186128
nolande01w,2,DET,G-F,545,30,6,192,53,17,35,17.51779816513762
nolande01w,3,DET,G-F,804,62,12,277,87,27,61,18.174626865671645
nolande01w,4,DET,G-F,954,83,14,396,107,41,69,22.226415094339625
nolande01w,5,DET,G-F,1138,112,12,464,134,66,90,22.953954305799652
nolande01w,6,DET,G-F,1213,121,14,524,156,55,100,23.45787304204452
nolande01w,7,DET,G-F,1088,124,11,468,153,47,86,24.448897058823526
nolande01w,8,DET,G-F,1175,132,12,553,148,49,82,26.027234042553193
nolande01w,9,DET,G-F,1144,150,10,538,133,42,73,26.754545454545454
nolande01w,10,DET,G-F,1113,116,10,559,141,44,73,26.978975741239893
nygaava01w,1,POR,F,843,30,5,253,121,17,38,16.146619217081852
nygaava01w,2,POR,F,259,10,2,76,35,6,14,17.04411824229945
nygaava01w,3,MIA,F,443,9,1,120,67,11,13,13.773754260929467
nygaava01w,4,LAS,F,168,5,0,41,19,3,4,18.132892659826364
ogayu01w,9,PHO,G,180,14,0,56,17,7,22,17.6800604740786
ohldeni01w,5,MIN,F-C,1018,60,45,397,194,16,74,23.463654223968568
ohldeni01w,6,MIN,F-C,1038,78,22,382,194,21,84,21.49942196531792
ohldeni01w,7,MIN,F-C,870,54,25,327,190,20,74,23.06896551724138
ohldeni01w,8,MIN,F-C,922,56,20,392,208,17,82,24.40737527114967
ohldeni01w,9,MIN,F-C,559,45,22,197,112,10,50,22.17960644007156
ohldeni01w,10,PHO,F-C,311,6,20,109,59,5,29,20.631675753762988
oneilkr01w,9,SEA,G-F,31,1,0,0,3,0,1,10.50744416873449
osipoir01w,7,DET,C,12,0,0,2,1,0,1,12.518914285714288
owenhe01w,1,WAS,F,60,2,0,2,9,0,3,17.106773862352448
owenssh01w,1,MIA,C,605,21,26,131,97,11,54,13.763305785123968
owenssh01w,3,CHA,C,6,0,0,0,2,0,0,18.98619090098127
pageda01w,9,CON,F,12,0,0,6,6,0,2,22.933280640590098
pagemu01w,1,WAS,F,1046,64,32,314,208,23,63,19.356022944550674
pagemu01w,2,WAS,F,989,55,36,225,177,30,60,16.303741152679475
pagemu01w,3,WAS,F,750,37,15,208,155,14,45,18.043200000000002
pagemu01w,4,WAS,F,850,35,24,213,152,18,41,16.737882352941178
pagemu01w,5,WAS,F,809,36,16,184,140,25,30,16.144375772558714
pagemu01w,6,WAS,F,589,25,9,108,83,15,23,12.804753820033957
pagemu01w,7,LAS,F,690,33,9,167,121,17,30,16.085217391304347
pagemu01w,8,LAS,F,627,45,9,163,111,14,25,17.460287081339715
pagemu01w,9,LAS,F,243,14,1,42,35,5,11,16.957504590234617
paigeyo01w,6,IND,G,78,13,0,16,9,2,6,15.222371842375702
paliesa01w,7,DET,G,51,6,1,12,4,1,10,12.535791139205251
palmewe01w,1,DET,F,914,39,10,441,219,20,65,25.81050328227571
palmewe01w,2,DET,F,651,23,4,233,154,23,48,21.11336405529954
palmewe01w,3,DET,F,464,20,2,184,96,13,34,20.74986020003743
palmewe01w,3,ORL,F,501,21,6,180,93,22,23,20.989221556886232
palmewe01w,4,CON,F,433,16,3,149,106,11,35,16.398577921554583
palmewe01w,5,CON,F,786,30,5,297,182,23,40,22.516030534351138
palmewe01w,6,SAS,F,882,33,7,326,193,20,42,21.718367346938777
palmewe01w,7,SEA,F,120,3,3,47,38,5,10,25.86
palmewe01w,8,SEA,F,474,17,7,156,145,15,36,17.840829517910045
parisco01w,10,SAC,C,442,22,10,160,134,11,20,26.446153846153848
parkeca01w,9,LAS,F,1109,113,75,610,313,42,93,33.568620378719565
parkeca01w,10,LAS,F,815,64,53,328,244,15,55,28.464294478527606
pascafl01w,9,SEA,C,9,0,0,0,1,0,1,6.896048632218847
pavlimi01w,2,UTA,F-C,21,1,2,1,6,0,1,22.933646616541353
pavlimi01w,4,PHO,F-C,29,1,0,6,4,1,2,17.071116693458492
payeka01w,1,MIN,G,408,38,6,56,30,8,28,14.471828047557548
payeka01w,2,MIN,G,652,97,0,91,61,21,46,13.339877300613495
payeka01w,3,SEA,G,114,5,0,21,7,3,8,14.370855533606251
penicti01w,1,SAC,G,936,236,6,208,89,70,71,24.638461538461534
penicti01w,2,SAC,G,744,172,8,144,86,40,64,21.09677419354839
penicti01w,3,SAC,G,853,192,1,203,102,64,69,23.46963657678781
penicti01w,4,SAC,G,1089,229,1,183,119,61,81,19.395041322314043
penicti01w,5,SAC,G,970,163,2,199,102,64,72,18.385979381443295
penicti01w,6,SAC,G,927,149,6,195,97,48,67,17.638834951456314
penicti01w,7,SAC,G,846,116,2,183,91,58,67,16.646808510638294
penicti01w,8,SAC,G,757,144,1,181,83,49,60,20.758256274768822
penicti01w,9,SAC,G,856,172,4,284,99,67,87,24.20747663551402
penicti01w,10,SAC,G,724,155,4,148,81,30,64,19.60110497237569
pennjo01w,4,WAS,F,288,16,1,86,52,15,20,18.93814936436034
pennjo01w,5,SAS,F,3,0,0,4,1,0,0,29.60891080043921
perkiji01w,5,CHA,G,17,1,0,3,3,3,1,15.26571816038695
perkiji01w,6,CHA,G,464,32,9,150,44,29,32,15.014590203983511
perkiji01w,7,CHI,G,841,97,13,282,107,43,56,19.917717003567184
perkiji01w,8,CHI,G,762,75,7,386,110,50,51,25.77165354330708
perkiji01w,9,CHI,G,1083,96,10,577,137,64,61,26.154016620498616
perkiji01w,10,CHI,G,931,100,6,450,116,73,55,26.20923737916219
pettibr01w,1,PHO,G,583,46,4,189,60,31,39,16.78353344768439
pettibr01w,2,PHO,G,497,50,4,172,60,28,38,16.38192895510692
pettibr01w,3,IND,G,375,17,0,113,39,8,24,14.57924181505633
pettibr01w,4,IND,G,148,8,1,49,19,4,8,13.342611920221344
pettibr01w,7,PHO,G,67,10,0,14,9,3,2,21.29610441668808
philler01w,7,CON,G,615,80,2,182,73,29,38,19.305365853658536
philler01w,9,CON,G,86,3,1,41,17,4,6,18.784249517104293
philler01w,10,CON,G,740,66,3,258,103,43,43,19.54216216216216
phillta01w,1,NYL,F-C,978,28,21,427,247,59,85,26.499386503067484
phillta01w,2,NYL,F-C,1049,34,17,489,257,48,84,26.909056244041945
phillta01w,3,NYL,F-C,1009,41,14,451,223,58,93,25.10723488602577
phillta01w,4,NYL,F-C,1033,56,28,372,280,56,92,25.287124878993225
phillta01w,5,NYL,F-C,311,16,10,87,70,14,33,18.15491679476938
phillta01w,6,HOU,F-C,366,14,8,111,79,11,30,19.662295081967216
phillta01w,7,HOU,F-C,222,4,5,59,47,9,23,17.924473292189827
phillta01w,8,HOU,F-C,35,1,0,10,5,3,5,13.37142857142857
pierspl01w,4,PHO,F-C,602,22,13,198,80,19,42,17.55747508305648
pierspl01w,5,PHO,F-C,803,26,17,290,131,26,49,20.317808219178083
pierspl01w,6,DET,F-C,444,21,6,178,62,14,42,22.484247104247103
pierspl01w,6,PHO,F-C,318,13,13,92,59,10,32,21.633762323903206
pierspl01w,7,DET,F-C,565,24,14,220,132,18,37,24.639292035398228
pierspl01w,8,DET,F-C,858,59,29,396,197,26,79,27.012587412587415
pierspl01w,9,DET,F-C,649,63,34,332,136,24,48,30.83020030816641
pierspl01w,10,DET,F-C,5,0,1,0,0,1,0,24.322181616832783
pondeca01w,7,PHO,G,1067,98,4,624,107,37,45,27.558388003748828
pondeca01w,8,PHO,G,966,123,8,532,112,29,69,27.018633540372672
pondeca01w,9,PHO,G,1002,135,5,679,119,38,93,31.182035928143716
pondeca01w,10,PHO,G,1075,171,12,648,144,31,86,30.69544186046512
potthan01w,1,MIN,F,8,1,0,0,2,0,0,14.448423031551727
powelel01w,1,ORL,G,347,42,1,72,50,12,30,17.595480029007035
powelel01w,2,ORL,G,1055,98,7,357,98,49,79,17.30388625592417
powelel01w,3,DET,G,397,60,8,148,63,23,41,15.521891867578267
powelel01w,3,ORL,G,308,30,4,88,32,20,30,17.263015174643083
powelel01w,4,DET,G,938,129,9,296,106,45,79,19.224307036247335
powelel01w,5,DET,G,760,134,8,133,84,36,61,16.853684210526314
powelel01w,6,DET,G,671,77,4,163,80,29,51,15.45156482861401
powelel01w,7,CHI,G,251,37,3,69,25,13,26,13.757838920343127
powelel01w,7,DET,G,120,15,0,14,13,3,9,12.535791139205251
powelel01w,8,DET,G,323,44,2,60,34,12,29,12.407139019810916
powelel01w,9,DET,G,313,35,1,58,50,6,18,10.238647084001446
powelni01w,5,CHA,F,384,16,4,132,71,15,22,13.885422601936218
powelni01w,6,SAC,F,988,62,16,364,124,39,44,19.50121457489879
powelni01w,7,SAC,F,886,61,15,327,131,42,47,20.433860045146726
powelni01w,8,SAC,F,986,58,12,436,191,48,64,23.984178498985806
powelni01w,9,SAC,F,944,46,6,463,150,40,62,23.659322033898306
powelni01w,10,SAC,F,1035,77,8,567,200,49,84,27.17217391304348
pricear01w,8,CHI,G-F,893,99,7,269,204,40,59,22.132138857782756
pricear01w,9,CHI,G-F,763,59,12,235,125,36,50,19.401310615989516
pricear01w,10,ATL,G-F,98,4,2,16,16,3,9,9.661224489795918
pricear01w,10,CHI,G-F,324,26,1,77,59,12,18,18.017754868270334
pridely01w,1,POR,F-G,462,40,9,114,61,16,33,15.771428571428569
pridely01w,2,MIN,F-G,713,28,20,170,146,28,46,15.682468443197756
pridely01w,3,MIN,F-G,589,43,25,123,103,25,47,15.10288624787776
pridely01w,4,LAS,F-G,28,0,0,1,6,0,3,1.0285714285714285
pridely01w,4,MIN,F-G,66,1,1,17,17,3,8,18.451359343699323
pringla01w,9,PHO,F-C,377,9,44,128,102,10,27,25.913370830001735
pringla01w,10,MIN,F-C,159,8,14,37,37,3,14,21.12452830188679
queenbr01w,7,CON,F,10,0,0,2,0,0,1,22.927728847728847
queenbr01w,9,CHI,F,36,2,0,2,4,0,5,10.58542529856203
quiglal01w,9,PHO,G,100,4,1,29,11,6,6,17.6800604740786
quiglal01w,10,PHO,G,32,1,0,10,5,0,5,18.35511687388532
quinnno01w,8,MIN,G,670,148,13,96,89,29,67,17.7044776119403
quinnno01w,9,MIN,G,533,81,2,116,69,21,46,16.31819887429644
quinnno01w,10,LAS,G,929,118,11,284,122,40,51,19.953067814854684
quinnte01w,1,IND,F,118,15,0,15,16,4,10,14.935002260817162
radunha01w,2,NYL,C,9,0,1,4,4,0,2,28.83529411764706
raglafe01w,3,SEA,G,432,23,1,141,48,27,29,14.370855533606251
raglafe01w,4,PHO,G,39,2,0,5,2,2,3,9.832468717971345
raglafe01w,5,HOU,G,517,38,3,118,67,25,32,13.432108317214698
raglafe01w,6,HOU,G,9,1,0,0,0,0,0,9.12350208218625
randase01w,2,SEA,G,884,44,4,300,105,29,73,13.862443438914024
randase01w,3,SEA,G,458,29,1,134,68,20,36,14.370855533606251
randase01w,3,UTA,G,135,8,1,58,21,4,10,17.226954019416322
randase01w,4,SAS,G,339,23,0,88,53,11,44,14.22804958497775
randase01w,5,SAS,G,462,20,4,136,60,22,28,14.45414450680004
rasmukr01w,1,MIA,F,454,27,14,126,96,24,29,13.041811913426548
rasmukr01w,1,UTA,F,9,1,0,0,2,1,1,16.46460974512643
rasmukr01w,2,MIA,F,416,16,14,75,88,11,31,17.80856121856736
rasmukr01w,3,MIA,F,674,41,16,170,117,18,37,16.69139465875371
rasmukr01w,4,IND,F,814,64,15,226,115,24,48,16.385749385749385
rasmukr01w,5,IND,F,692,47,14,152,113,21,35,15.404046242774568
rasmukr01w,6,CHA,F,29,2,0,6,5,1,1,14.38416073547136
rasmukr01w,6,HOU,F,522,22,16,121,76,13,19,15.489655172413793
rasmukr01w,7,PHO,F,908,72,27,146,208,28,33,17.175330396475772
rasmukr01w,8,CON,F,522,29,5,114,91,11,35,14.089655172413794
rasmukr01w,9,MIN,F,393,27,6,79,85,12,19,20.565646481204517
raymost01w,8,CHI,G,180,27,0,61,14,4,18,17.468510364775828
reddja01w,1,SEA,F,387,16,1,140,45,19,35,15.96421188630491
reddja01w,2,SEA,F,659,48,3,231,82,17,48,16.912898330804254
reddja01w,3,SEA,F,112,7,0,52,13,2,7,16.94462273269821
reedbr01w,1,PHO,F,1090,86,21,608,187,66,90,27.587889908256884
reedbr01w,2,PHO,F,13,0,0,3,3,0,0,15.75691346963799
reedbr01w,3,PHO,F,85,4,3,38,4,2,8,17.100882940081245
reidtr01w,1,CHA,F,620,29,9,211,100,14,51,17.372903225806457
reidtr01w,2,MIA,F,278,13,5,80,37,15,25,17.80856121856736
reidtr01w,3,PHO,F,421,14,2,113,77,22,36,17.100882940081245
reidtr01w,4,PHO,F,12,1,0,2,1,2,1,15.528356215781322
rileyru01w,2,MIA,C,799,26,46,218,130,25,63,17.46833541927409
rileyru01w,3,MIA,C,519,25,41,148,90,11,49,18.94335260115607
rileyru01w,4,DET,C,995,64,58,327,201,25,82,21.285226130653264
rileyru01w,5,DET,C,1037,50,53,378,199,31,82,21.565284474445516
rileyru01w,6,DET,C,855,39,46,251,156,23,68,18.863157894736847
rileyru01w,7,DET,C,875,52,49,249,165,18,54,19.937828571428575
rileyru01w,8,SAS,C,773,37,59,176,148,27,69,18.35394566623545
rileyru01w,9,SAS,C,580,31,41,153,108,14,52,18.701379310344826
rileyru01w,10,SAS,C,650,28,45,163,140,14,35,21.140307692307694
rizzoje01w,1,HOU,G,437,44,2,60,36,15,26,15.695927017065777
rizzoje01w,2,CLE,G,476,51,2,119,30,25,41,15.218169040356589
rizzoje01w,3,CLE,G,695,85,3,178,70,23,45,16.342446043165467
rizzoje01w,4,CLE,G,525,65,0,59,42,14,35,10.532571428571428
robinas01w,5,PHO,C,130,2,10,17,13,8,4,13.51586329733942
robinas01w,6,PHO,C,659,31,34,103,118,20,38,15.323216995447648
robinas01w,7,CHI,C,124,6,8,21,34,2,10,22.469833307609196
robinas01w,7,SEA,C,197,7,8,21,44,6,12,14.095293244252758
robinas01w,8,SEA,C,409,14,25,48,100,16,26,15.838505948832468
robinas01w,9,SEA,C,329,12,20,29,72,12,28,6.896048632218847
robinas01w,10,SEA,C,167,2,13,12,24,2,10,16.7205754321829
robincr01w,1,NYL,F-G,722,48,10,238,68,23,33,18.214404432132962
robincr01w,2,NYL,F-G,980,83,8,342,92,32,28,20.733061224489795
robincr01w,3,NYL,F-G,1068,81,12,378,92,48,52,19.8876404494382
robincr01w,4,NYL,F-G,1078,63,13,395,70,40,43,19.068645640074212
robincr01w,5,NYL,F-G,890,58,8,339,83,24,33,20.269213483146068
robincr01w,6,NYL,F-G,969,58,5,234,100,21,38,14.266253869969042
robincr01w,7,WAS,F-G,727,49,0,199,70,33,27,16.94525447042641
robincr01w,8,WAS,F-G,34,2,1,2,2,2,1,8.788235294117646
robinre01w,1,WAS,G,5,0,0,4,0,1,1,16.765655310649944
rolanja01w,1,ORL,G-F,173,8,0,33,17,6,19,13.919611335267447
rossad01w,9,SAS,G,7,0,0,2,1,0,0,17.031173071502398
rushle01w,9,CHI,F,12,0,0,3,0,0,2,10.58542529856203
salesny01w,1,ORL,G-F,995,69,12,430,139,47,67,23.134070351758794
salesny01w,2,ORL,G-F,1039,58,6,433,172,70,72,23.26660250240616
salesny01w,3,ORL,G-F,1042,60,7,431,120,60,71,21.551631477927067
salesny01w,4,CON,G-F,1106,92,13,548,145,46,73,25.90307414104883
salesny01w,5,CON,G-F,1096,97,8,517,135,75,76,26.106569343065697
salesny01w,6,CON,G-F,1074,74,10,532,124,61,64,25.843575418994412
salesny01w,7,CON,G-F,609,60,6,286,82,26,29,26.748768472906406
salesny01w,8,CON,G-F,762,82,11,341,105,36,57,25.270866141732284
sampsch01w,1,SEA,G,280,11,6,76,40,18,14,14.087973580401254
samsh01w,1,MIA,F-G,904,66,5,396,132,35,74,22.35663716814159
samsh01w,2,MIA,F-G,1100,88,8,444,137,55,87,21.560727272727274
samsh01w,3,MIA,F-G,1073,83,6,463,155,69,71,24.414911463187327
samsh01w,4,MIN,F-G,953,88,6,374,142,38,48,23.37544596012592
samsh01w,5,SEA,F-G,1018,82,6,310,139,53,63,18.968958742632616
samsh01w,6,CHA,F-G,1075,91,2,387,145,44,100,19.001302325581392
samsh01w,7,CHA,F-G,990,90,3,359,172,55,73,22.203636363636363
samsh01w,8,IND,F-G,591,42,6,164,97,29,39,17.835532994923856
samsh01w,9,DET,F-G,478,38,3,92,91,19,31,15.062761506276152
sanchis01w,5,DET,G,62,3,0,22,5,2,11,11.429837100550715
sandeam01w,8,DET,G,9,0,0,2,2,0,2,12.407139019810916
sanfona01w,4,WAS,F-C,134,1,2,49,26,3,14,18.402985074626862
sanfona01w,5,WAS,F-C,653,18,16,169,154,18,37,19.863399693721288
sanfona01w,6,WAS,F-C,293,6,11,88,45,10,17,18.45460750853242
sanfona01w,7,WAS,F-C,885,36,21,301,203,28,72,21.82372881355932
sanfona01w,8,WAS,F-C,994,23,28,375,242,27,88,23.02334004024145
sanfona01w,9,WAS,F-C,795,40,11,229,193,21,83,19.023396226415095
sanfona01w,10,WAS,F-C,663,22,14,213,147,26,73,19.357466063348415
sanniol01w,9,DET,C,325,6,7,106,64,11,40,19.175114882620502
sanniol01w,10,DET,C,298,16,5,119,57,11,30,9.74557046979866
santoal01w,1,IND,C,11,0,0,3,3,0,2,17.61210019488708
santoal01w,2,SEA,C,62,0,0,13,16,0,3,17.305994480182395
santoke01w,2,DET,F,153,5,3,52,27,3,12,17.356493609281422
santoke01w,3,DET,F,169,7,9,44,32,3,14,20.74986020003743
santoke01w,9,SEA,F,134,5,2,47,28,4,10,20.31041333710588
sarenra01w,1,PHO,C,142,8,1,64,30,0,17,20.990207125103563
sauerpa01w,1,LAS,C,66,3,1,20,16,2,6,26.046356561726206
sauerpa01w,2,CLE,C,4,0,1,2,2,0,1,26.6404766408171
sauerpa01w,3,CLE,C,7,0,0,0,2,1,1,14.545217468302821
saundja01w,2,PHO,F,253,7,8,68,40,10,14,15.75691346963799
saundja01w,3,PHO,F,302,23,4,99,38,9,20,17.100882940081245
saureau01w,2,WAS,G,455,43,4,76,42,24,41,12.047974962143181
saureau01w,3,WAS,G,165,18,2,24,11,8,15,15.309119762653983
schumke01w,2,IND,C,380,10,29,112,70,5,21,20.124397283531408
schumke01w,3,IND,C,352,13,23,108,59,7,21,18.82474125874126
schumke01w,4,IND,C,480,20,24,189,99,7,32,23.2575
schumke01w,5,IND,C,601,25,31,224,104,10,52,20.174376039933442
schumke01w,6,IND,C,516,14,24,135,68,10,33,15.313953488372094
schumke01w,7,NYL,C,539,23,25,163,116,3,35,20.357699443413733
schumke01w,8,PHO,C,543,12,25,151,147,17,34,22.614364640883977
schumke01w,9,DET,C,89,5,3,14,20,2,8,19.175114882620502
schumke01w,10,DET,C,10,0,1,0,0,0,0,9.74557046979866
schwege01w,2,MIN,G-F,423,34,6,87,50,11,17,20.45326390565192
schwege01w,3,MIN,G-F,509,37,5,124,51,15,27,14.668762278978386
schwege01w,4,MIN,G-F,118,7,1,15,18,3,8,17.374444136833272
scottol01w,1,DET,C,369,28,10,100,80,12,45,18.061599546228024
scottol01w,2,IND,C,775,40,12,280,161,22,72,19.207741935483867
scottol01w,3,IND,C,975,52,13,292,211,38,69,18.87876923076923
scottol01w,5,CHA,C,398,10,13,73,65,9,36,12.100335778814774
scottol01w,6,SAC,C,170,5,2,38,33,4,22,11.583529411764705
scottol01w,7,IND,C,159,7,2,50,33,7,15,17.705660377358498
scottol01w,8,PHO,C,32,2,1,8,4,3,3,18.563432320441986
scottol01w,9,PHO,C,69,3,6,16,19,1,6,22.643478260869564
shakiel01w,1,HOU,F-C,150,4,2,57,31,5,7,19.519008849557522
shakiel01w,2,HOU,F-C,203,9,2,38,35,6,9,16.748911129438515
shakiel01w,3,CHA,F-C,5,0,0,1,1,1,0,21.77694915254237
sharpkb01w,4,NYL,G,398,37,0,94,32,14,26,14.573587720592474
sharpkb01w,5,NYL,G,240,33,1,29,21,6,20,13.862828454731108
sharpkb01w,7,IND,G,155,23,0,22,9,7,8,16.345617453878983
sharpkb01w,8,IND,G,454,49,0,109,32,13,26,16.051181437531277
sharpkb01w,9,CHI,G,598,49,0,106,45,14,31,10.8
sharpkb01w,10,CHI,G,325,25,2,70,20,8,23,19.85703112903624
shielas01w,8,HOU,G,304,20,1,137,33,10,44,13.314080102858691
shielas01w,9,DET,G,44,2,0,22,3,1,6,10.238647084001446
shielas01w,9,HOU,G,12,1,0,2,0,1,1,16.746816963762956
slaisma01w,1,DET,G,7,0,0,4,1,1,0,21.672075953959464
slauggw01w,5,MIN,F,7,0,1,2,1,0,0,17.809635112282933
slavtge01w,4,PHO,G,12,1,0,0,0,0,1,9.832468717971345
smithai01w,4,WAS,F,422,10,9,104,65,11,26,18.93814936436034
smithai01w,5,WAS,F,403,15,12,115,69,17,21,21.381235544598685
smithbr01w,9,PHO,F-C,134,9,3,41,36,2,9,25.913370830001735
smithbr01w,10,PHO,F-C,144,3,3,21,35,2,7,20.631675753762988
smithch02w,1,CHA,F,659,55,17,156,106,15,48,15.317754172989376
smithch02w,2,CHA,F,678,50,13,171,101,16,41,15.467256637168141
smithch02w,3,CHA,F,890,53,17,256,121,21,60,15.61752808988764
smithch02w,4,CHA,F,443,18,2,95,60,10,24,15.687469132662747
smithch02w,5,CHA,F,977,40,13,280,139,18,55,15.509109518935517
smithch02w,6,WAS,F,1036,71,11,246,128,22,46,14.073359073359075
smithch02w,7,IND,F,173,7,1,35,24,3,13,20.43391578599079
smithch03w,1,SEA,G,516,53,3,52,47,16,32,9.425581395348837
smithch03w,2,SEA,G,589,39,1,58,55,17,26,7.90288624787776
smithch03w,4,PHO,G,17,1,0,0,4,0,0,9.832468717971345
smithcr01w,7,PHO,G,197,22,0,60,22,17,18,21.29610441668808
smithcr01w,8,HOU,G,683,72,3,170,53,34,56,14.384187408491947
smithcr01w,9,MIN,G,0,0,0,0,0,0,0,16.552109866895073
smithcr01w,9,WAS,G,392,25,2,121,28,14,34,11.815130349218473
smithje01w,6,NYL,C,7,0,0,0,0,0,0,11.363139931740612
smithka01w,1,MIN,G-F,1193,90,7,646,93,44,76,25.755238893545684
smithka01w,2,MIN,G-F,1234,70,5,739,122,23,87,26.285251215559157
smithka01w,3,MIN,G-F,1138,79,7,512,92,32,70,21.581019332161688
smithka01w,4,MIN,G-F,1185,84,6,620,138,25,67,25.34582278481013
smithka01w,5,MIN,G-F,800,52,6,432,84,23,51,25.474500000000003
smithka01w,6,DET,G-F,394,26,3,124,28,5,17,19.60095518632595
smithka01w,6,MIN,G-F,766,61,2,306,55,25,54,19.536814621409924
smithka01w,7,DET,G-F,1137,112,4,398,92,25,65,18.962532981530345
smithka01w,8,DET,G-F,1166,124,3,450,128,42,59,22.54785591766724
smithka01w,9,DET,G-F,1152,137,3,500,94,32,80,22.943749999999994
smithka01w,10,DET,G-F,894,76,2,369,63,21,62,19.892617449664435
smithki01w,7,SAC,F,313,20,0,74,39,9,22,21.264567881099882
smithki01w,8,SAC,F,6,0,0,0,2,0,1,19.85450875718054
smithki01w,9,SAC,F,143,5,2,33,14,7,9,18.25684081764691
smithla01w,1,ORL,G,12,1,0,5,2,2,2,17.595480029007035
smithta01w,1,SAC,F-C,925,43,64,388,178,30,60,26.50378378378379
smithta01w,2,SAC,F-C,912,41,55,358,179,34,66,24.982894736842105
smithta01w,3,SAC,F-C,1063,40,46,469,188,27,59,25.1695202257761
smithta01w,4,SAC,F-C,986,52,32,430,187,43,56,25.919269776876263
smithta01w,5,SAC,F-C,908,50,25,380,138,38,53,23.328634361233483
smithta01w,6,CHA,F-C,1063,41,32,421,162,51,84,21.434054562558796
smithta01w,7,CHA,F-C,972,50,29,445,180,41,70,25.57037037037037
smithta01w,8,PHO,F-C,1072,44,56,428,220,40,56,26.00597014925373
smithta01w,9,PHO,F-C,722,28,29,277,176,28,41,26.22714681440443
smithta01w,10,PHO,F-C,920,27,57,336,183,34,37,25.246956521739133
smithty01w,8,DET,F,7,0,0,1,2,1,0,19.67845310933301
smithwa01w,9,DET,G,0,0,0,0,0,0,0,10.238647084001446
snellbe01w,6,PHO,G,226,18,1,65,36,7,11,15.380482612057694
