bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate
jacksta01w,F-C,,,75.0,179.0,Florida,Unknown,1962-12-03,
jacksta02w,G,,,66.0,118.0,Louisiana Tech,Unknown,1978-04-22,
jacksti01w,F,,,71.0,148.0,Iowa,Unknown,1972-04-21,
jacksti02w,F,,,75.0,185.0,Texas,Unknown,1985-04-26,
jacobam01w,G,,,68.0,152.0,Boston College,Unknown,1982-06-29,
jacobje01w,G,,,68.0,130.0,Purdue,Unknown,1973-02-20,
jamesta01w,F,,,69.0,158.0,Miami (FL),Unknown,1984-06-13,
januabr01w,G,,,68.0,144.0,Arizona State,Unknown,1987-01-11,
jekaban01w,G,,,69.0,180.0,Unknown,Unknown,1983-08-12,
jenkica99w,Unknown,,,,,Unknown,Unknown,,
joensca01w,G-F,,,71.0,165.0,George Washington,Unknown,1981-02-12,
johnsad01w,G,,,70.0,154.0,Ohio State,Unknown,1974-02-05,
johnsch01w,C,,,75.0,185.0,Wisconsin-Green Bay,Unknown,1981-03-19,
johnsda01w,C,,,74.0,197.0,Tennessee,Unknown,1973-02-19,
johnsgl01w,F,,,75.0,170.0,Tennessee,Unknown,1990-07-27,
johnsja01w,F,,,72.0,201.0,Kansas,Unknown,1979-03-16,
johnsla01w,F,,,73.0,150.0,Memphis,Unknown,1975-08-17,
johnsle01w,F,,,74.0,220.0,Western Kentucky,Unknown,1975-01-12,
johnsni01w,G,,,69.0,146.0,Alabama,Unknown,1973-02-07,
johnspo01w,C,,,75.0,165.0,Michigan,Unknown,1975-11-06,
johnssh01w,G,,,67.0,152.0,South Carolina,Unknown,1974-08-18,
johnssh02w,G,,,71.0,,Miami,Unknown,1990-12-08,
johnste01w,G,,,63.0,132.0,Louisiana State,Unknown,1982-09-06,
johnsti01w,C,,,76.0,240.0,Tennessee,Unknown,1975-12-27,
johnsvi01w,G-F,,,69.0,150.0,Louisiana Tech,Unknown,1972-04-15,
jollyke01w,G,,,69.0,148.0,Tennessee,Unknown,1977-05-03,
jonesas01w,F,,,74.0,196.0,Connecticut,Unknown,1980-08-01,
jonesch01w,G-F,,,69.0,150.0,Houston,Unknown,1982-03-25,
jonesja01w,G,,,69.0,158.0,UNC Charlotte,Unknown,1978-09-13,
joneskc01w,Unknown,,,,,Unknown,Unknown,,
jonesla01w,G,,,73.0,180.0,Ohio State,Unknown,1977-07-24,
jonesma01w,G,,,70.0,150.0,North Carolina,Unknown,1975-10-12,
jonesme01w,G,,,69.0,147.0,Florida,Unknown,1973-07-21,
jordapa01w,C,,,75.0,205.0,UNLV,Unknown,1968-04-27,
joyneja01w,F,,,70.0,154.0,UCLA,Unknown,1962-03-03,
kaplaan01w,C,,,77.0,180.0,Stanford,Unknown,1973-04-22,
kausaan01w,F,,,72.0,155.0,Emporia State,Unknown,1970-11-30,
kellycr01w,F,,,74.0,190.0,Western Kentucky,Unknown,1986-09-15,
kenlaje99w,Unknown,,,,,Unknown,Unknown,,
keyst99wc,Unknown,,,,,Unknown,Unknown,,
kingbsu01w,G,,,67.0,135.0,Stanford,Unknown,1981-07-27,
kingija01w,G,,,68.0,150.0,Unknown,Unknown,1976-01-20,
kizerly01w,F-C,,,76.0,215.0,Maryland,Unknown,1990-04-04,
klimezu01w,F,,,74.0,181.0,Vanderbilt,Unknown,1979-01-21,
kloppga99wc,Unknown,,,,,Unknown,Unknown,,
kobryew01w,F-C,,,75.0,210.0,Unknown,Unknown,1982-05-07,
koehnla01w,G,,,68.0,145.0,Kansas State,Unknown,1982-05-13,
korstil01w,G,,,70.0,160.0,Unknown,Unknown,1980-05-30,
kossgr01w,F,,,73.0,145.0,Montana,Unknown,1974-06-12,
kostaan01w,G,,,67.0,137.0,Unknown,Unknown,1978-03-26,
kostita01w,F,,,73.0,163.0,Oregon State,Unknown,1972-11-10,
kraayca01w,F,,,76.0,180.0,Oregon,Unknown,1981-09-30,
kubikni01w,G,,,69.0,145.0,Nebraska,Unknown,1978-03-01,
kukloan01w,G,,,72.0,150.0,Unknown,Unknown,1971-07-16,
laceyal01w,G,,,72.0,159.0,Iowa State,Unknown,1987-12-26,
laceytr99w,Unknown,,,,,Unknown,Unknown,,
lacyje01w,F,,,75.0,175.0,Pepperdine,Unknown,1983-03-21,
lacyna01w,G,,,70.0,165.0,UTEP (sr),Texas Christian (fr-jr),1985-07-08,
lacyve01w,C,,,76.0,234.0,Louisiana Tech,Unknown,1967-02-09,
laimbbi01w,Unknown,,,,,Unknown,Unknown,,
lambesh01w,G,,,67.0,125.0,Baylor,Grayson County (JC),1980-07-21,
lambmo01w,C,,,77.0,206.0,USC,Unknown,1964-10-11,
langeme01w,F-C,,,78.0,205.0,UNLV,Unknown,1969-04-28,
langhcr01w,F-C,,,74.0,184.0,Maryland,Unknown,1986-10-27,
langja01w,F,,,72.0,185.0,Colorado,Unknown,1972-06-23,
larakr01w,G,,,68.0,130.0,Unknown,Unknown,1969-09-30,
larkier01w,F,,,73.0,210.0,North Carolina,Unknown,1986-04-02,
lassiam01w,F,,,73.0,160.0,Missouri,Unknown,1979-06-09,
lattaiv01w,G,,,66.0,143.0,North Carolina,Unknown,1984-09-24,
lavenja01w,C,,,76.0,185.0,Ohio State,Unknown,1988-11-12,
lawsoed01w,G,,,66.0,130.0,Unknown,Unknown,1979-05-14,
lawsoka01w,G,,,69.0,165.0,Tennessee,Unknown,1981-02-14,
laydefr99w,Unknown,,,,,Unknown,Unknown,,
lazicka01w,F-C,,,70.0,147.0,Unknown,Unknown,1980-05-25,
lehnish01w,G,,,69.0,147.0,Kansas State,Unknown,1986-10-27,
lennobe01w,G,,,68.0,143.0,Louisiana Tech,Unknown,1976-12-04,
leslili01w,C,,,77.0,170.0,USC,Unknown,1972-07-07,
leuchye01w,C,,,77.0,195.0,West Virginia,Unknown,1983-04-30,
levanni01w,G,,,68.0,163.0,Xavier,Unknown,1979-05-17,
levesni01w,G,,,63.0,115.0,Wake Forest,Unknown,1972-04-11,
lewisji99w,Unknown,,,,,Unknown,Unknown,,
lewista01w,F-C,,,74.0,212.0,Louisiana Tech,Unknown,1979-07-10,
lewisty01w,G,,,70.0,152.0,North Carolina State,Unknown,1979-05-08,
liebena01w,G,,,70.0,150.0,Old Dominion,Unknown,1958-07-01,
lilleta01w,G,,,66.0,130.0,Oregon,Unknown,1988-02-29,
listr01w,G-F,,,70.0,,Providence,Unknown,,
littlca01w,F,,,74.0,180.0,North Carolina,Unknown,1985-01-18,
lloydan01w,F,,,74.0,175.0,Texas,Unknown,1965-02-09,
lobore01w,F,,,76.0,190.0,Connecticut,Unknown,1973-10-06,
lovelst01w,F,,,76.0,170.0,Purdue,Unknown,1974-12-05,
lowreja99w,Unknown,,,,,Unknown,Unknown,,
luckepa01w,F,,,73.0,165.0,Houston,Unknown,1975-05-14,
luzhe01w,G,,,68.0,144.0,Unknown,Unknown,1972-11-23,
lyttlsa01w,F,,,76.0,175.0,Houston,Unknown,1983-09-20,
mabikmw01w,G-F,,,71.0,165.0,Unknown,Unknown,1976-07-27,
macchla01w,F,,,73.0,169.0,Unknown,Unknown,1979-05-24,
machacl01w,C-F,,,77.0,180.0,Old Dominion,Unknown,1976-10-04,
maherto99w,Unknown,,,,,Unknown,Unknown,,
mahonme01w,F,,,72.0,160.0,Kansas State,Unknown,1983-02-13,
mahonsh01w,F,,,76.0,178.0,Western Kentucky,Unknown,1977-07-03,
mahorri01w,Unknown,,,,,Unknown,Unknown,,
maigaha01w,G-F,,,73.0,160.0,Old Dominion,Unknown,1978-04-25,
malcona01w,F,,,73.0,170.0,Providence,Unknown,1975-11-27,
malloam01w,G,,,64.0,148.0,St. Joseph's,Unknown,1970-04-21,
malloso01w,C,,,77.0,210.0,Georgia Tech,Unknown,1981-09-02,
maltsev01w,G,,,71.0,165.0,Unknown,Unknown,1978-12-20,
mannish01w,F-C,,,75.0,186.0,North Carolina State,Unknown,1969-03-20,
mannkr01w,F,,,73.0,185.0,UC Santa Barbara,Unknown,1983-08-10,
mapprh01w,C,,,74.0,190.0,North Carolina State,Unknown,1969-10-13,
marcimi01w,G,,,70.0,154.0,Tennessee,Unknown,1973-10-29,
margiga01w,F,,,73.0,164.0,Drexel,Unknown,1987-02-12,
martima01w,F,,,76.0,172.0,UCLA,Unknown,1978-04-17,
martinu01w,G,,,69.0,167.0,Unknown,Unknown,1984-02-29,
mascira01w,F,,,72.0,169.0,Unknown,Unknown,1980-09-30,
maslemi01w,F,,,74.0,170.0,Penn State,Unknown,1974-10-10,
matteca01w,G,,,69.0,167.0,Ohio State,Unknown,1982-08-22,
matteka01w,C,,,80.0,240.0,Liberty,Unknown,1982-11-17,
maxwean01w,F,,,71.0,186.0,New Mexico State,Unknown,1974-04-07,
maxwemo01w,F,,,69.0,162.0,Louisiana Tech,Unknown,1976-12-21,
maytuet01w,F,,,72.0,,Oklahoma,Unknown,1973-04-28,
mazzake01w,G,,,72.0,155.0,Penn State,Unknown,1982-02-02,
mccaibr01w,G,,,63.0,135.0,Florida,Unknown,1979-09-21,
mccaiti01w,G-F,,,70.0,167.0,Kentucky,Unknown,1976-10-06,
mccanra01w,F,,,73.0,161.0,North Carolina,Unknown,1986-11-17,
mccarja01w,C,,,74.0,205.0,Minnesota,Unknown,1982-11-03,
mccarjo01w,G,,,67.0,130.0,Illinois-Chicago,Unknown,1974-10-26,
mccarst01w,G-F,,,69.0,155.0,Purdue,Unknown,1977-06-20,
mcclaka01w,F-C,,,74.0,180.0,Georgia,Unknown,1965-09-19,
mcconsu01w,G,,,65.0,125.0,Penn State,Unknown,1966-07-29,
mccouan01w,F,,,73.0,160.0,Louisville,Unknown,1986-09-10,
mccrada01w,G-F,,,71.0,170.0,Kansas,Unknown,1987-10-08,
mccrani01w,G,,,71.0,158.0,Tennessee,Unknown,1971-12-11,
mccrini01w,G,,,68.0,125.0,USC,Unknown,1972-03-22,
mcculda01w,F-C,,,75.0,180.0,Western Kentucky,Unknown,1975-01-18,
mcgeepa01w,C-F,,,75.0,200.0,USC,Unknown,1962-12-01,
mcgheca01w,F-C,,,73.0,179.0,Tennessee,Unknown,1968-03-06,
mchugma99w,Unknown,,,,,Unknown,Unknown,,
mckivte01w,C-F,,,75.0,220.0,Tulane,Unknown,1980-10-05,
mcwilta01w,F-C,,,74.0,188.0,St. Edwards,Unknown,1970-10-20,
meadoma99w,Unknown,,,,,Unknown,Unknown,,
melvich01w,C-F,,,75.0,185.0,North Carolina State,Unknown,1976-05-03,
mendigi01w,G,,,71.0,174.0,Washington,Unknown,1982-01-09,
miaomi01w,G,,,71.0,153.0,Unknown,Unknown,1981-06-03,
millebr01w,C,,,76.0,,Florida State,Unknown,1987-08-10,
millech99w,Unknown,,,,,Unknown,Unknown,,
milleco01w,G,,,69.0,140.0,Georgia,Unknown,1978-09-06,
milleke01w,G,,,70.0,140.0,Georgia,Unknown,1978-09-06,
millsta01w,C,,,75.0,232.0,Alabama,Unknown,1976-02-29,
miltode01w,F,,,73.0,185.0,Florida,Unknown,1974-09-11,
mitchle01w,G,,,65.0,130.0,Utah,Unknown,1985-06-15,
mizrali01w,G,,,67.0,130.0,Maryland,Unknown,1970-06-24,
moeggli01w,F,,,73.0,195.0,Michigan State,Unknown,1984-05-25,
moisead01w,G,,,66.0,140.0,Unknown,Unknown,1978-12-06,
mokanch01w,F,,,77.0,,Mississippi State (jr-sr),Southeastern Illinois (fr-so),1988-10-13,
monroja01w,C,,,77.0,162.0,Florida State,Unknown,1988-09-04,
montaan01w,F,,,73.0,190.0,George Washington,Unknown,1980-10-24,
montgal01w,G-F,,,73.0,185.0,Georgia Tech,Unknown,1988-11-12,
montgre01w,G,,,67.0,139.0,Connecticut,Unknown,1986-12-02,
mooreja01w,C,,,73.0,207.0,Long Beach State,Unknown,1979-11-06,
mooreje01w,F-C,,,75.0,175.0,Connecticut,Unknown,1982-07-09,
moorelo01w,G,,,69.0,165.0,Tennessee,Unknown,1983-03-21,
moorema01w,F,,,72.0,175.0,Connecticut,Unknown,1989-06-11,
moorena01w,G,,,70.0,145.0,Alabama,Unknown,1984-11-04,
moorepe01w,F,,,72.0,135.0,Long Beach State,Unknown,1969-01-25,
mooreta01w,G-F,,,71.0,167.0,Wisconsin,Unknown,1980-04-11,
mooreyo01w,F,,,72.0,174.0,Mississippi,Unknown,1974-07-01,
moosca01w,F-C,,,78.0,182.0,Stanford,Unknown,1978-05-23,
morehmo01w,F-C,,,75.0,175.0,Auburn,Unknown,1974-01-18,
morgale01w,F,,,73.0,,Francis Marion,Unknown,1969-11-01,
morrich01w,F,,,,,Southern Nazarene,Unknown,,
morrije01w,G,,,69.0,146.0,San Diego State,Unknown,1987-07-21,
morrila01w,F,,,73.0,160.0,Auburn,Unknown,1974-05-26,
morrizi01w,C,,,76.0,,none,Unknown,1989-02-15,
mosbybe01w,F,,,73.0,172.0,Baylor,Florida,1984-02-14,
mosleju01w,F,,,73.0,170.0,Hawai'i,Unknown,1968-03-17,
moweje01w,C,,,77.0,236.0,Oregon,Unknown,1978-02-25,
mulitna01w,C,,,75.0,207.0,Stanford,Unknown,1976-03-06,
murphma99w,Unknown,,,,,Unknown,Unknown,,
murphsh01w,G,,,71.0,164.0,USC,Unknown,1985-04-15,
nagyan01w,G,,,67.0,147.0,Florida International,Unknown,1971-11-16,
nanch01w,C,,,78.0,204.0,Unknown,Unknown,1983-01-06,
ndiayas01w,F-C,,,75.0,182.0,Southern Nazarene,Unknown,1973-11-05,
ndongem01w,C,,,74.0,170.0,Unknown,Unknown,1983-04-25,
nemcoev01w,F,,,74.0,178.0,Unknown,Unknown,1972-12-03,
neroja01w,F,,,71.0,180.0,Alabama-Birmingham,Unknown,1968-11-08,
nevescl01w,G,,,68.0,136.0,Unknown,Unknown,1975-02-17,
newtoch01w,G,,,71.0,154.0,Rutgers,Unknown,1983-02-17,
ngarsch01w,C,,,75.0,168.0,Missouri,Unknown,1983-06-23,
ngoyibe01w,C,,,76.0,195.0,Unknown,Unknown,1982-08-26,
nichoti01w,G,,,63.0,146.0,Penn State,Unknown,1973-09-27,
nieuwma01w,C,,,77.0,180.0,Valparaiso,Unknown,1980-04-12,
nikolmi01w,F,,,75.0,185.0,Unknown,Unknown,1971-07-04,
nnamach01w,G,,,72.0,156.0,Georgia Tech,Unknown,1985-06-15,
nolande01w,G-F,,,69.0,147.0,Georgia,Unknown,1979-08-25,
novosna01w,G,,,71.0,165.0,Notre Dame,Unknown,,
nygaava01w,F,,,73.0,166.0,Stanford,Unknown,1975-03-13,
ogayu01w,G,,,66.0,140.0,Unknown,Unknown,1982-10-17,
ogwumnn01w,F,,,74.0,,Stanford,Unknown,1990-07-02,
oheaje01w,G-F,,,73.0,174.0,Australian Institute of Sport,Unknown,1987-06-06,
ohldeni01w,F-C,,,77.0,190.0,Kansas State,Unknown,1982-03-13,
olajuab01w,C,,,76.0,236.0,Oklahoma,Unknown,1988-07-06,
oneilkr01w,G-F,,,73.0,158.0,Washington,Unknown,1983-04-12,
orrki01w,G,,,66.0,141.0,Duke,Unknown,1975-09-16,
osburde01w,C,,,76.0,,Oregon,Unknown,1972-02-11,
osipoir01w,C,,,77.0,190.0,Unknown,Unknown,1981-06-25,
overtbo99w,Unknown,,,,,Unknown,Unknown,,
owenhe01w,F,,,77.0,212.0,Stanford,Unknown,1976-05-06,
owenssh01w,C,,,74.0,175.0,Kentucky,Unknown,1978-05-16,
pageda01w,F,,,74.0,179.0,Nebraska,Unknown,1986-11-14,
pagemu01w,F,,,74.0,160.0,Florida,Unknown,1975-09-18,
paigeyo01w,G,,,66.0,147.0,West Virginia,Unknown,1983-09-18,
paliesa01w,G,,,67.0,159.0,Unknown,Unknown,1981-07-23,
palmewe01w,F,,,74.0,165.0,Virginia,Unknown,1974-08-12,
parisco01w,C,,,76.0,250.0,Oklahoma,Unknown,1987-09-21,
parkeca01w,F,,,76.0,175.0,Tennessee,Unknown,1986-04-19,
parsoca99w,Unknown,,,,,Unknown,Unknown,,
pascafl01w,C,,,76.0,187.0,Unknown,Unknown,1982-01-19,
paschti01w,F,,,73.0,165.0,Florida State,Unknown,1969-03-22,
pavlimi01w,F-C,,,75.0,175.0,Denver,Unknown,1977-11-27,
payeka01w,G,,,68.0,150.0,Stanford,Unknown,1974-03-06,
peckca99wc,Unknown,,,,,Unknown,Unknown,,
pederka01w,F,,,76.0,190.0,Stanford,Unknown,1989-04-04,
penicti01w,G,,,71.0,145.0,Old Dominion,Unknown,1974-09-18,
pennjo01w,F,,,72.0,160.0,South Carolina,Unknown,1979-09-10,
perazja01w,G-F,,,72.0,170.0,Maryland,Unknown,1960-12-06,
perkiji01w,G,,,68.0,155.0,Texas Tech,Unknown,1982-02-23,
perpeer01w,F-G,,,75.0,181.0,The Master's College,Unknown,1979-06-05,
perroki01w,G,,,65.0,130.0,SW Louisiana,Unknown,1967-01-18,1999-08-19
peterde01w,F,,,74.0,170.0,Notre Dame,Unknown,1989-10-08,
petroso01w,F,,,73.0,,none,Unknown,1989-02-18,
pettibr01w,G,,,69.0,150.0,Florida,Unknown,1971-01-01,
philler01w,G,,,67.0,162.0,Unknown,Unknown,1985-05-19,
phillpo01w,F,,,74.0,173.0,Georgia,Unknown,1988-01-13,
phillta01w,F-C,,,74.0,200.0,Central Florida,Unknown,1969-03-06,
phillta02w,C,,,78.0,198.0,Xavier,Unknown,1989-01-24,
pierspl01w,F-C,,,74.0,181.0,Texas Tech,Unknown,1981-08-30,
plankju99w,Unknown,,,,,Unknown,Unknown,,
plowdvi01w,F,,,72.0,,Miami (FL),Unknown,1971-07-22,
pohleje01w,G,,,72.0,179.0,Stanford,Unknown,1989-05-02,
pollica01w,F,,,77.0,165.0,Texas,Unknown,1966-03-16,
pondeca01w,G,,,69.0,160.0,Rutgers,Unknown,1983-01-07,
potthan01w,F,,,73.0,191.0,Penn State,Unknown,1974-06-12,
powelel01w,G,,,68.0,150.0,Louisiana State,Unknown,1975-08-09,
powelni01w,F,,,74.0,175.0,Stanford,Unknown,1982-06-22,
prahasa01w,G,,,67.0,129.0,Ohio State,Unknown,1990-01-23,
pricear01w,G-F,,,69.0,133.0,Mississippi,Unknown,1985-04-03,
pricefr01w,G,,,69.0,178.0,Iowa,Unknown,1968-04-28,
priceka01w,G,,,70.0,148.0,Stephen F. Austin,Unknown,1975-12-03,1999-01-18
pridely01w,F-G,,,74.0,180.0,Kansas,Unknown,1978-10-16,
princep01w,G,,,69.0,167.0,Rutgers,Unknown,1988-01-11,
pringla01w,F-C,,,75.0,162.0,North Carolina,Unknown,1986-09-11,
queenbr01w,F,,,74.0,185.0,Boston College,Unknown,1984-04-10,
quiglal01w,G,,,70.0,140.0,DePaul,Unknown,1986-06-20,
quinnno01w,G,,,72.0,175.0,UCLA,Unknown,1985-01-03,
quinnte01w,F,,,76.0,165.0,Seton Hall,Unknown,1974-09-07,
radunha01w,C,,,75.0,187.0,Unknown,Unknown,1978-01-10,
raglafe01w,G,,,67.0,133.0,Oregon State,Unknown,1980-02-03,
randase01w,G,,,69.0,164.0,Tennessee,Unknown,1979-02-07,
rasmukr01w,F,,,76.0,174.0,Michigan State,Unknown,1978-11-01,
ravenbr01w,G,,,72.0,162.0,Texas,Unknown,1988-08-01,
raymost01w,G,,,65.0,139.0,Northern Illinois,Unknown,1985-01-15,
raymota01w,F,,,74.0,195.0,Connecticut,Unknown,1980-04-12,
reddja01w,F,,,73.0,164.0,Washington,Unknown,1977-11-05,
redmoka01w,G-F,,,73.0,,Gonzaga,Washington,1988-10-11,
reedbr01w,F,,,73.0,168.0,Southern Mississippi,Unknown,1977-02-17,
reedch01w,F,,,73.0,165.0,Arkansas-Little Rock,Unknown,1989-03-28,
reedmi01w,G,,,71.0,165.0,Western Kentucky,Unknown,1973-05-24,
reevech99wc,Unknown,,,,,Unknown,Unknown,,
reidtr01w,F,,,71.0,150.0,North Carolina,Unknown,1976-11-01,
reissta01w,G,,,66.0,129.0,Virginia,Unknown,1970-04-02,
resska01w,F,,,76.0,194.0,Boston College,Unknown,1985-06-26,
reynoch01w,F,,,74.0,180.0,Houston,Unknown,1972-02-08,
richano99wc,Unknown,,,,,Unknown,Unknown,,
rileyan01w,G,,,65.0,136.0,Oklahoma State,Unknown,1988-07-22,
rileyru01w,C,,,77.0,198.0,Notre Dame,Unknown,1979-08-28,
rizzoje01w,G,,,66.0,146.0,Connecticut,Unknown,1974-05-15,
roberav01w,G,,,69.0,145.0,Ohio State,Unknown,1970-01-29,
roberny01w,C,,,75.0,209.0,Old Dominion,Unknown,1976-03-10,
robertr99w,Unknown,,,,,Unknown,Unknown,,
robinas01w,C,,,76.0,180.0,Tennessee,Unknown,1982-08-12,
robincr01w,F-G,,,71.0,155.0,SE Oklahoma State,Unknown,1974-01-22,
robinda01w,G,,,69.0,125.0,Oklahoma,Unknown,1989-05-10,
robinre01w,G,,,71.0,166.0,Virginia,Unknown,1978-06-15,
robinsc01w,G,,,71.0,155.0,Louisiana State,Unknown,1983-01-09,
rolanja01w,G-F,,,73.0,167.0,Purdue,Unknown,1975-02-03,
rollitr01w,Unknown,,,,,Unknown,Unknown,,
rossad01w,G,,,68.0,142.0,Texas Christian,Unknown,1984-11-23,
rossca99wc,Unknown,,,,,Unknown,Unknown,,
rothsro99w,Unknown,,,,,Unknown,Unknown,,
rouilni01w,G,,,67.0,130.0,Loyola Marymount,Unknown,1970-01-23,
roundsa01w,G,,,67.0,145.0,Georgia,Unknown,1976-10-04,
roussju99w,Unknown,,,,,Unknown,Unknown,,
ruffje01w,G-F,,,71.0,140.0,Washington State,Unknown,1974-09-12,
rushle01w,F,,,73.0,175.0,Oklahoma,Unknown,1984-10-25,
ryankr01w,F,,,71.0,150.0,Sacramento State,Unknown,1972-11-19,
rycraeu01w,C,,,75.0,175.0,Cal State Fullerton,Unknown,1968-12-06,
salesny01w,G-F,,,72.0,184.0,Connecticut,Unknown,1976-05-10,
sampsch01w,G,,,71.0,175.0,Kansas,Unknown,1974-09-01,
sampsto01w,G,,,70.0,,North Carolina,Unknown,1972-03-02,
samsh01w,F-G,,,72.0,160.0,Vanderbilt,Unknown,1974-05-05,
sanchis01w,G,,,70.0,152.0,Unknown,Unknown,1976-11-28,
sandeam01w,G,,,71.0,156.0,Hawai'i,Unknown,1983-06-05,
sandish01w,G,,,72.0,145.0,Unknown,Unknown,1969-01-22,
sanfona01w,F-C,,,76.0,200.0,Kansas,Unknown,1976-05-10,
sanniol01w,C,,,74.0,,West Virginia,Unknown,1986-08-21,
santoal01w,C,,,77.0,181.0,Unknown,Unknown,1973-12-02,
santoke01w,F,,,75.0,188.0,Unknown,Unknown,1979-11-10,
sarenra01w,C,,,78.0,222.0,Unknown,Unknown,1974-06-27,
sauerpa01w,C,,,76.0,203.0,Connecticut,Unknown,1977-12-08,
saundja01w,F,,,71.0,145.0,Texas A&M,Unknown,1979-08-21,
saureau01w,G,,,70.0,163.0,Unknown,Unknown,1976-10-31,
savasla01w,G,,,68.0,134.0,Washington,Unknown,1974-03-18,
schumke01w,C,,,77.0,183.0,Connecticut,Unknown,1977-10-14,
schwege01w,G-F,,,72.0,160.0,Duke,Unknown,1979-01-31,
scottol01w,C,,,74.0,175.0,Stanford,Unknown,1976-08-05,
scottra01w,F,,,75.0,169.0,Colorado,Unknown,1975-08-12,
shakiel01w,F-C,,,75.0,190.0,Unknown,Unknown,1970-06-02,
sharpkb01w,G,,,69.0,145.0,Cincinnati,Unknown,1981-04-18,
sharpli99w,Unknown,,,,,Unknown,Unknown,,
sheetsh01w,G,,,66.0,130.0,Colorado,Unknown,1975-08-15,
shegoch01w,C,,,77.0,,North Carolina,Unknown,1990-02-22,
shielas01w,G,,,70.0,155.0,SW Tennessee CC,Unknown,1985-07-15,
shudlca01w,C,,,72.0,,Minnesota,Unknown,1972-05-13,
shulead01w,G,,,66.0,153.0,Georgia,Unknown,1969-04-24,
shumajo01w,Unknown,,,,,Unknown,Unknown,,
simondy01w,G,,,65.0,137.0,Arizona State,Unknown,1989-09-29,
simpsda01w,F,,,75.0,160.0,Houston,Unknown,1969-04-11,
slaisma01w,G,,,68.0,173.0,Cincinnati,Unknown,1973-08-23,
slauggw01w,F,,,75.0,181.0,Tulane,Unknown,1980-07-01,
slavtge01w,G,,,73.0,160.0,Florida International,Unknown,1979-10-20,
smithai01w,F,,,74.0,173.0,Louisiana State,Unknown,1980-07-18,
smithbr01w,F-C,,,75.0,195.0,Stanford,Unknown,1984-04-30,
smithch01w,G,,,67.0,140.0,Arkansas,Unknown,1975-08-14,
smithch02w,F,,,70.0,145.0,Stanford,Unknown,1975-05-02,
smithch03w,G,,,72.0,148.0,North Carolina,Unknown,1973-08-23,
smithcr01w,G,,,66.0,121.0,Iowa,Unknown,1984-03-12,
smithje01w,C,,,75.0,198.0,Michigan,Unknown,1982-04-10,
smithka01w,G-F,,,71.0,174.0,Ohio State,Unknown,1974-06-04,
smithki01w,F,,,73.0,158.0,Utah,Unknown,1984-05-07,
smithla01w,G,,,67.0,150.0,Mississippi State,Unknown,1974-02-06,
smithta01w,F-C,,,76.0,160.0,Iowa,Unknown,1977-04-01,
smithty01w,F,,,72.0,,Delaware,Unknown,1985-04-21,
smithwa01w,G,,,71.0,175.0,Duke,Unknown,1985-07-09,
snellbe01w,G,,,69.0,170.0,University of Sydney,Unknown,1981-10-01,
snowmi01w,C,,,77.0,158.0,Tennessee,Unknown,1980-03-20,
sobrale01w,F,,,73.0,183.0,Unknown,Unknown,1974-11-22,
sobrama01w,C,,,75.0,163.0,Unknown,Unknown,1964-03-23,
spencsi01w,G,,,75.0,183.0,Tennessee,Unknown,1985-03-07,
spornra01w,F,,,74.0,150.0,Unknown,Unknown,1968-05-26,
stafftr01w,F,,,73.0,180.0,California,Unknown,1970-11-11,
staleda01w,G,,,66.0,134.0,Virginia,Unknown,1970-05-04,
stanlma99w,Unknown,,,,,Unknown,Unknown,,
stansti01w,F-C,,,75.0,183.0,North Carolina State,Unknown,1983-01-16,
starbka01w,G,,,73.0,153.0,Stanford,Unknown,1975-07-30,
stedika01w,F-G,,,72.0,173.0,Stanford,Unknown,1967-12-11,
stepama01w,C,,,80.0,187.0,Unknown,Unknown,1979-02-23,
stephre01w,G,,,71.0,160.0,UCLA,Unknown,1969-12-28,
stephst01w,C,,,76.0,205.0,Texas,Unknown,1982-01-21,
sterkca01w,F,,,74.0,170.0,Central Michigan,Unknown,,
stevema01w,F-C,,,75.0,166.0,Auburn,Unknown,1982-02-04,
stileja01w,G,,,68.0,144.0,Missouri State,Unknown,1978-12-21,
stillva01w,F-C,,,73.0,151.0,Kentucky,Unknown,1961-05-14,
stinsan01w,G,,,70.0,158.0,North Carolina State,Unknown,1967-11-25,
stiresh01w,F,,,71.0,208.0,Kansas State,Unknown,1972-05-21,
stockta01w,F-C,,,74.0,165.0,Florida,Unknown,1979-01-29,
streiju01w,F,,,74.0,165.0,Unknown,Unknown,1972-05-14,
stricsh01w,G-F,,,74.0,178.0,Tennessee,Unknown,1990-07-30,
strotan01w,G-F,,,75.0,166.0,Connecticut,Unknown,1983-12-11,
suberto01w,G,,,67.0,137.0,Virginia,Unknown,1974-11-23,
summela01w,C,,,74.0,167.0,Unknown,Unknown,1983-12-13,
sun-mju01w,C,,,73.0,168.0,Unknown,Unknown,1974-10-12,
suttota01w,C,,,76.0,199.0,Rutgers,Unknown,1978-01-27,
swanike01w,G,,,67.0,144.0,Connecticut,Unknown,1986-08-10,
swoopsh01w,F-G,,,72.0,145.0,Texas Tech,Unknown,1971-03-25,
swordca01w,C,,,78.0,210.0,Boston College,Unknown,1989-07-19,
sykesap01w,G-F,,,72.0,,Rutgers,Unknown,1990-07-30,
tatede01w,G,,,68.0,150.0,Maryland,Unknown,1966-05-13,
